ID	Prolif_1	Prolif_2	Prolif_3	Senes_1	Senes_2	Senes_3	Senes_MtD_1	Senes_MtD_2	Senes_MtD_3
ENSG00000186318	2973.22	3134.75	3069.15	4806.48	3697.34	5337.87	1929.16	1668.45	1804.77
ENSG00000196437	293.06	255.88	306.45	229.23	188.22	249.73	659.75	545.43	549.06
ENSG00000196436	1.29	1.76	1.16	0	7.44	6.17	1.93	1.5	1.69
ENSG00000125266	1376.23	1469.33	1496.27	906.53	834.75	1043.12	1811.66	1628.05	1740.37
ENSG00000196433	1.29	0	0	3.11	5.32	1.03	0.96	0.75	0
ENSG00000236308	5.16	5.28	6.96	11.41	6.38	3.08	1.93	1.5	2.54
ENSG00000108349	3541.27	3406.46	3037.81	2670.84	2182.04	2690.52	4374.56	4202.54	4275.52
ENSG00000181830	2125.02	2529.79	2155.6	2133.56	2182.04	2200.31	2118.9	2237.07	1984.4
ENSG00000168918	12.91	14.07	9.29	21.78	23.39	21.58	31.78	54.62	39.82
ENSG00000258289	935.99	858.21	893.81	1238.44	1143.12	1386.37	1284.82	1131.25	1326.04
ENSG00000184809	5.16	5.28	6.96	0	4.25	5.14	1.93	0	3.39
ENSG00000168917	733.3	761.49	742.91	873.34	1026.15	977.34	705.02	808.79	731.23
ENSG00000168916	624.85	573.31	581.56	627.52	406.21	731.72	269.68	230.44	239.79
ENSG00000258282	3.87	0.88	4.64	1.04	4.25	4.11	1.93	2.24	0.85
ENSG00000168913	3.87	0	0	5.19	8.51	6.17	5.78	8.23	5.93
ENSG00000166801	1532.44	1520.33	1690.12	1325.57	1046.36	1386.37	1105.68	989.1	1065.07
ENSG00000197520	5.16	1.76	4.64	21.78	13.82	16.44	6.74	11.22	4.24
ENSG00000256538	2.58	0	0	0	0	1.03	0.96	1.5	2.54
ENSG00000166800	2.58	2.64	3.48	5.19	0	4.11	1.93	1.5	2.54
ENSG00000279989	0	2.64	5.8	15.56	1.06	7.19	4.82	2.99	4.24
ENSG00000256537	1045.73	1069.25	1031.95	879.56	1084.64	970.15	1254.97	1363.19	1267.57
ENSG00000204904	0	0.88	1.16	1.04	0	3.08	5.78	3.74	1.69
ENSG00000173065	680.37	735.99	690.68	1084.93	780.51	1003.03	1711.49	1679.67	1458.22
ENSG00000204909	0	0	0	1.04	4.25	0	1.93	1.5	1.69
ENSG00000182568	68.42	87.05	94.02	253.08	202.04	279.53	310.13	241.66	199.97
ENSG00000236304	2.58	0.88	2.32	13.48	4.25	14.39	0	0	0
ENSG00000159840	25187.83	28582.97	26903.83	17589.17	17247.88	15748.47	11813.83	12490.17	11892.83
ENSG00000236305	3.87	2.64	2.32	2.07	4.25	4.11	4.82	1.5	2.54
ENSG00000054793	3595.49	3350.19	3441.77	4279.57	2949.79	4768.53	1614.22	1265.18	1403.14
ENSG00000256283	2.58	2.64	0	3.11	1.06	0	1.93	2.24	1.69
ENSG00000256282	0	0.88	2.32	1.04	1.06	2.06	0	1.5	0.85
ENSG00000169302	2.58	2.64	0	8.3	3.19	6.17	5.78	2.24	7.63
ENSG00000129071	1141.26	1063.97	1028.47	1131.61	1202.67	1082.17	807.11	823	799.01
ENSG00000218227	242.71	269.95	312.25	201.22	248.83	171.63	163.73	188.54	181.32
ENSG00000218226	87.79	78.26	92.86	28	22.33	48.3	29.86	14.96	26.27
ENSG00000110841	3595.49	3555.07	3683.21	2964.37	1750.31	2973.14	3205.32	2458.53	2742.74
ENSG00000140983	3235.3	3727.41	3692.5	4763.95	6411.07	4276.26	2787.32	3275.55	3239.26
ENSG00000110844	179.45	182.9	214.75	269.68	241.39	265.15	78.98	121.21	102.52
ENSG00000266933	0	0.88	0	4.15	11.7	3.08	5.78	4.49	5.93
ENSG00000007341	506.08	464.28	480.57	531.06	538.07	638.2	1218.37	1066.16	1223.51
ENSG00000106799	1811.3	1566.06	1700.57	1275.78	1105.91	1396.64	3075.29	2685.23	2752.91
ENSG00000224292	1.29	0.88	1.16	1.04	5.32	3.08	0.96	1.5	0.85
ENSG00000197386	3045.52	3280.72	3466.14	3620.93	2973.19	3479.79	3694.59	3084.01	3654.45
ENSG00000197385	9.04	5.28	6.96	9.33	8.51	6.17	3.85	2.99	5.93
ENSG00000140986	0	3.52	0	3.11	3.19	7.19	5.78	3.74	1.69
ENSG00000197380	371.81	400.09	365.65	712.57	748.61	706.03	265.83	265.6	255.89
ENSG00000197381	422.16	470.43	449.23	332.95	341.34	371	1142.28	1028	1150.65
ENSG00000167840	160.09	162.67	192.69	116.17	115.91	103.8	189.74	214.73	206.74
ENSG00000151338	431.2	400.09	416.73	359.92	245.64	356.61	498.9	455.64	438.91
ENSG00000166598	40685.25	39505.8	38752.1	38803.43	52206.21	42676.26	14250.56	15340.74	14977.89
ENSG00000108342	6.46	5.28	10.45	2.07	2.13	5.14	0	0.75	0.85
ENSG00000239367	2.58	1.76	1.16	2.07	2.13	1.03	0	0.75	0
ENSG00000151332	535.77	495.93	517.72	357.84	428.54	388.47	604.85	615.01	619.38
ENSG00000283913	0	0	5.8	6.22	6.38	5.14	0.96	0	0.85
ENSG00000140093	6.46	2.64	4.64	13.48	13.82	15.42	3.85	2.99	1.69
ENSG00000140090	0	2.64	0	3.11	1.06	2.06	5.78	5.24	5.93
ENSG00000124608	888.22	1033.19	989	1027.88	965.54	934.18	628.93	592.56	601.59
ENSG00000124602	1.29	0.88	1.16	2.07	4.25	3.08	0.96	3.74	1.69
ENSG00000187862	0	0	0	1.04	1.06	0	2.89	1.5	2.54
ENSG00000187860	60.68	66.83	51.08	78.83	98.89	84.27	52.01	53.87	54.23
ENSG00000187866	722.97	660.36	720.86	606.77	504.04	604.29	1162.51	1121.53	1065.92
ENSG00000187867	20.66	20.22	18.57	8.3	7.44	5.14	0.96	0.75	1.69
ENSG00000185031	0	0	0	0	0	2.06	0.96	2.99	2.54
ENSG00000202538	2.58	0.88	2.32	4.15	2.13	2.06	0	2.24	2.54
ENSG00000160472	0	0.88	0	1.04	13.82	8.22	0	0.75	0
ENSG00000140543	313.72	349.09	311.09	322.58	291.36	283.65	686.72	732.47	721.06
ENSG00000246560	20.66	15.83	25.54	8.3	20.2	9.25	45.27	43.39	44.91
ENSG00000213169	11.62	13.19	10.45	6.22	11.7	13.36	6.74	5.99	9.32
ENSG00000229873	5.16	7.03	6.96	6.22	6.38	3.08	6.74	8.98	8.47
ENSG00000213160	163.96	150.36	164.83	19.71	18.08	29.8	61.64	46.39	62.7
ENSG00000280758	1.29	3.52	1.16	6.22	2.13	3.08	0.96	2.24	3.39
ENSG00000211459	7638.97	7166.41	6899.79	33263.64	51230.04	32023.12	215.74	261.86	199.12
ENSG00000211452	2.58	0.88	1.16	3.11	0	6.17	1.93	2.24	2.54
ENSG00000211455	935.99	773.8	791.66	392.07	272.22	406.97	625.08	543.18	621.93
ENSG00000211454	5.16	5.28	8.13	24.89	30.84	17.47	15.41	18.7	26.27
ENSG00000259840	0	1.76	0	9.33	11.7	4.11	0	1.5	2.54
ENSG00000211456	2461.98	2182.46	2478.3	2109.7	1810.92	2248.61	3235.17	2886.49	3011.34
ENSG00000105287	983.76	991.87	998.29	1160.65	1201.61	1156.16	1090.27	1108.81	1180.3
ENSG00000152154	36.15	41.33	53.4	958.39	1314.33	775.91	127.13	123.45	149.97
ENSG00000105281	6611.32	6668.71	6437.79	4436.19	6253.69	5270.04	4632.68	5076.42	5441.42
ENSG00000282951	0	0	1.16	4.15	7.44	0	0.96	2.99	0.85
ENSG00000102967	234.97	271.71	234.48	128.62	151	130.52	341.91	376.34	361.8
ENSG00000156642	6943.11	6687.18	6526.01	8350.66	10018.02	9367.48	7088.68	6880.29	7040.29
ENSG00000122035	60.68	52.76	66.17	187.74	263.72	209.65	41.41	38.16	51.69
ENSG00000109956	1.29	2.64	0	14.52	22.33	18.5	3.85	0.75	0.85
ENSG00000225096	6.46	0	2.32	0	1.06	1.03	0.96	0	0
ENSG00000225094	0	5.28	2.32	3.11	3.19	2.06	0	3.74	2.54
ENSG00000225093	98.12	82.66	74.29	56.01	62.74	55.5	28.89	47.14	44.06
ENSG00000123374	2319.97	2589.58	2593.22	772.73	767.75	736.86	1052.71	1137.99	1129.46
ENSG00000225099	9.04	7.03	11.61	7.26	9.57	7.19	9.63	7.48	9.32
ENSG00000142583	1.29	1.76	2.32	8.3	7.44	7.19	1.93	2.24	3.39
ENSG00000143013	3099.74	3398.55	3246.75	999.88	1007.01	1032.84	1313.72	1396.86	1399.76
ENSG00000281404	0	0.88	1.16	3.11	4.25	2.06	3.85	2.24	5.08
ENSG00000241111	0	0	1.16	8.3	2.13	5.14	0	0.75	0.85
ENSG00000241112	0	0.88	3.48	4.15	5.32	1.03	1.93	1.5	0.85
ENSG00000276096	3.87	3.52	4.64	4.15	4.25	4.11	1.93	1.5	1.69
ENSG00000157064	90.37	60.67	55.72	148.32	102.08	141.82	69.35	51.62	66.09
ENSG00000204682	74.88	65.95	62.68	102.68	102.08	102.77	113.65	118.96	118.62
ENSG00000204681	832.71	826.55	970.43	2086.89	1970.43	1813.89	482.53	511.76	529.57
ENSG00000204685	111.03	116.95	114.92	171.14	152.06	157.24	252.34	261.12	249.11
ENSG00000167964	58.1	67.71	56.88	269.68	331.77	231.23	18.3	26.19	15.25
ENSG00000163359	125079.32	108924.98	117854.71	68617.27	55048.6	79105.13	90680.22	72808.68	86238.3
ENSG00000110660	881.77	904.81	838.1	274.86	310.5	328.86	1333.94	1307.08	1314.18
ENSG00000273888	85.21	60.67	80.1	92.31	89.32	69.88	14.45	24.69	29.66
ENSG00000163357	0	0.88	4.64	13.48	8.51	5.14	3.85	4.49	4.24
ENSG00000163354	1.29	0.88	1.16	16.6	26.58	14.39	3.85	8.23	5.08
ENSG00000162409	274.99	276.1	319.22	225.08	199.91	254.87	1187.55	932.98	1084.56
ENSG00000162408	862.4	826.55	823.01	573.58	549.76	497.41	888.97	876.12	904.93
ENSG00000162402	3709.1	3420.53	3781.88	2482.07	1747.12	2523	5521.66	4408.29	4918.63
ENSG00000268222	49.06	50.12	71.97	56.01	39.34	38.02	1.93	3.74	11.86
ENSG00000162407	3975.05	3877.77	3779.56	7882.87	8832.36	8797.11	4916.81	4614.04	4828.82
ENSG00000279162	0	1.76	0	3.11	3.19	6.17	1.93	0.75	0.85
ENSG00000279161	1.29	3.52	1.16	13.48	7.44	5.14	1.93	0	1.69
ENSG00000137124	1562.14	1731.37	1607.71	1567.24	1371.75	1453.17	836.97	821.5	837.14
ENSG00000130477	43.89	46.6	47.59	404.52	325.39	400.8	126.17	86.04	124.55
ENSG00000130475	27.11	43.09	33.66	13.48	22.33	16.44	10.59	5.24	9.32
ENSG00000029725	3918.25	3661.46	3950.2	2621.05	2191.61	2666.88	2936.6	2741.34	2757.99
ENSG00000231010	10.33	9.67	3.48	6.22	13.82	7.19	12.52	7.48	9.32
ENSG00000130479	1702.86	1892.28	1794.59	1482.19	1537.63	1252.77	1991.77	1922.83	1907.29
ENSG00000157680	289.19	226.86	285.56	283.16	181.84	327.84	299.54	226.7	279.61
ENSG00000233864	917.92	795.78	829.97	613	417.9	589.9	963.14	839.46	826.13
ENSG00000173950	543.52	635.74	601.29	980.17	964.48	993.79	754.14	724.99	742.24
ENSG00000233860	0	1.76	0	3.11	4.25	2.06	0	0	0.85
ENSG00000233862	0	0	0	6.22	6.38	2.06	0	0	0.85
ENSG00000213777	0	2.64	1.16	1.04	2.13	3.08	1.93	0.75	0.85
ENSG00000226015	65.84	55.4	67.33	50.82	54.23	53.44	37.56	50.13	40.67
ENSG00000100519	3031.32	3029.24	2893.87	2042.29	2232.02	2039.98	3396.98	3761.12	3710.37
ENSG00000137692	2024.32	1995.16	2015.15	1066.26	1172.9	967.07	1462.04	1702.12	1696.31
ENSG00000137693	10876.86	9873.81	10341.55	6294.89	4339.62	6324.46	10470.25	8704.36	9471.22
ENSG00000136810	9804.02	10112.11	9686.86	9119.24	12326.6	8911.18	17113	21959.92	18390
ENSG00000137691	81.33	79.14	80.1	85.05	133.98	91.47	27.93	42.65	33.89
ENSG00000224888	18.07	16.71	12.77	31.12	7.44	21.58	65.49	36.66	34.74
ENSG00000137699	0	0.88	0	2.07	1.06	1.03	1.93	2.99	1.69
ENSG00000187522	693.28	723.68	624.51	518.61	598.68	517.96	896.68	966.65	871.88
ENSG00000080947	80.04	72.98	120.72	220.93	172.27	205.54	54.9	42.65	54.23
ENSG00000261799	87.79	90.57	110.28	112.02	118.03	125.38	159.88	184.8	161.84
ENSG00000129055	3028.74	2965.92	2956.55	3642.72	4338.55	3624.7	6523.32	7412.25	6715.77
ENSG00000105137	4688.99	5413.05	5156.27	4505.68	4168.42	4264.95	7526.91	7576.1	7785.08
ENSG00000205221	2.58	3.52	1.16	3.11	5.32	7.19	0	1.5	1.69
ENSG00000081014	1167.08	1021.76	1086.51	875.41	574.22	847.85	1658.52	1289.12	1487.03
ENSG00000081019	617.11	537.26	588.52	436.67	406.21	489.19	1091.23	996.58	1061.68
ENSG00000250167	0	0	0	0	0	0	3.85	3.74	1.69
ENSG00000142937	20971.35	21831.6	20506.67	14735.78	20113.67	13663.27	11492.14	15072.15	12247.86
ENSG00000158859	236.26	259.4	275.11	94.39	69.12	102.77	52.01	57.61	48.3
ENSG00000227248	1.29	1.76	1.16	5.19	1.06	1.03	2.89	2.99	0.85
ENSG00000158856	15.49	21.98	23.22	32.15	39.34	38.02	21.19	14.22	27.96
ENSG00000158850	1183.87	1225.76	1108.56	1166.87	1433.42	1138.69	749.32	786.34	792.23
ENSG00000267620	1.29	0.88	1.16	4.15	1.06	1.03	1.93	2.24	0.85
ENSG00000108262	2338.04	2532.42	2442.32	2114.89	2014.03	2004.01	2742.05	2680.74	2711.39
ENSG00000267082	3.87	11.43	9.29	21.78	21.27	16.44	1.93	2.99	4.24
ENSG00000100314	1.29	3.52	2.32	4.15	9.57	3.08	8.67	7.48	4.24
ENSG00000271075	3.87	0.88	4.64	5.19	0	9.25	2.89	1.5	1.69
ENSG00000267080	182.03	196.09	177.6	427.33	449.81	346.33	216.71	258.12	227.08
ENSG00000100316	44240.72	47513.71	44416.79	32157.96	39346.86	31218.43	17080.25	21153.38	18288.32
ENSG00000006576	3985.38	3538.36	3729.65	2560.9	2388.33	3144.76	2260.48	2190.68	2355.52
ENSG00000232807	10.33	10.55	11.61	32.15	56.36	18.5	15.41	21.7	14.4
ENSG00000232801	5.16	8.79	3.48	1.04	4.25	5.14	3.85	2.99	2.54
ENSG00000103742	1149.01	1056.06	1080.7	1608.73	1360.05	1783.06	496.02	448.16	499.07
ENSG00000267641	0	0	1.16	1.04	0	1.03	4.82	0	1.69
ENSG00000078747	3422.5	3142.67	3204.96	2760.04	1983.19	2836.45	4775.23	4034.95	4387.37
ENSG00000170542	183.33	162.67	155.55	150.4	136.11	166.49	23.12	17.21	12.71
ENSG00000170540	6425.41	6804.13	7050.69	2929.11	3778.16	3303.03	4474.73	4738.99	4507.69
ENSG00000170545	1124.48	1279.4	1142.23	442.89	514.67	380.25	320.72	335.19	332.15
ENSG00000127530	2.58	0.88	3.48	1.04	2.13	0	0.96	0.75	1.69
ENSG00000144893	3.87	6.16	1.16	8.3	4.25	11.3	7.71	4.49	5.93
ENSG00000144891	166.54	171.47	164.83	129.65	169.08	168.54	127.13	156.37	142.35
ENSG00000134574	1269.07	1339.19	1233.93	1060.04	1144.19	1085.25	1676.82	1926.57	1834.42
ENSG00000144895	2566.55	2568.48	2605.99	1720.75	1606.75	1681.32	3441.28	3649.64	3475.66
ENSG00000171496	1.29	0	0	8.3	5.32	5.14	8.67	11.97	2.54
ENSG00000171497	1165.79	1082.44	1020.34	753.02	740.11	710.14	1069.08	1080.38	1070.15
ENSG00000171490	6044.56	5974.06	5744.79	3859.49	3572.93	3806.6	8942.72	9523.62	9084.85
ENSG00000241962	5.16	10.55	6.96	12.45	10.63	10.28	13.48	8.98	10.17
ENSG00000075240	546.1	568.04	529.32	935.57	844.32	907.46	459.42	474.35	443.14
ENSG00000215102	2.58	3.52	1.16	1.04	5.32	2.06	6.74	5.24	2.54
ENSG00000243230	2.58	1.76	2.32	7.26	15.95	7.19	5.78	5.24	5.08
ENSG00000219481	777.19	776.43	820.68	641	408.33	660.81	520.09	484.82	490.59
ENSG00000219487	2.58	7.03	10.45	5.19	2.13	2.06	5.78	6.73	5.93
ENSG00000215105	134.27	91.45	81.26	234.41	88.26	265.15	219.6	160.11	210.13
ENSG00000258947	90.37	108.16	82.42	87.13	93.58	68.86	63.57	74.07	62.7
ENSG00000175449	29.69	21.98	29.02	28	24.46	29.8	38.53	41.9	33.05
ENSG00000238227	1954.61	2155.2	2023.27	1278.89	1360.05	1179.8	2014.88	2112.87	2275.87
ENSG00000231579	10.33	10.55	8.13	6.22	2.13	4.11	11.56	9.73	12.71
ENSG00000231574	9.04	6.16	8.13	63.27	54.23	60.63	0.96	2.99	5.08
ENSG00000094841	466.06	446.69	451.55	272.79	273.29	334	777.25	818.51	810.03
ENSG00000224773	51.64	54.52	48.75	12.45	21.27	26.72	23.12	27.68	22.88
ENSG00000279951	0	0	2.32	2.07	3.19	1.03	0.96	0	0
ENSG00000131435	1678.33	1842.16	1765.57	1648.14	1836.44	1467.56	2134.31	2496.69	2365.69
ENSG00000131437	859.82	654.21	698.8	1049.67	811.35	1036.95	1102.79	823	995.59
ENSG00000060718	2665.96	2336.34	2402.85	10956.15	9440.61	11156.71	8471.74	7637.45	7337.7
ENSG00000099381	1040.56	1203.78	1145.71	927.27	845.38	883.82	1522.72	1429.78	1498.04
ENSG00000099385	997.96	1049.9	911.23	733.31	903.87	680.34	1104.72	1348.97	1329.43
ENSG00000185615	0	7.03	0	6.22	11.7	2.06	1.93	1.5	5.08
ENSG00000177873	171.71	146.85	140.46	61.2	54.23	70.91	134.84	129.44	118.62
ENSG00000203786	1.29	3.52	3.48	1.04	0	1.03	3.85	8.23	3.39
ENSG00000188004	9.04	8.79	12.77	36.3	40.41	46.25	12.52	15.71	13.56
ENSG00000188001	3.87	2.64	2.32	7.26	8.51	6.17	3.85	2.99	2.54
ENSG00000280138	21.95	17.59	30.18	66.38	34.03	52.41	26.97	27.68	22.03
ENSG00000238228	3.87	5.28	3.48	7.26	12.76	5.14	26.97	19.45	11.86
ENSG00000221890	657.13	655.09	663.98	2709.22	2674.38	2981.36	1522.72	1411.82	1484.49
ENSG00000198380	6012.29	5238.07	5806.31	7508.43	5978.27	7391.22	4306.18	3641.41	4259.42
ENSG00000280216	1.29	0.88	0	9.33	10.63	7.19	0.96	2.24	0.85
ENSG00000133302	382.14	418.55	409.76	180.48	176.52	200.4	285.09	237.92	282.15
ENSG00000242571	7.75	4.4	10.45	4.15	7.44	7.19	0.96	4.49	2.54
ENSG00000240764	49.06	70.35	77.77	65.34	32.96	67.83	32.75	19.45	26.27
ENSG00000149658	1724.8	1917.78	1889.78	1927.15	1949.16	1913.58	3218.8	3180.53	3222.32
ENSG00000128309	1056.06	1158.94	1048.2	1047.59	1243.08	1008.17	469.05	514	483.81
ENSG00000148362	636.47	736.86	693	662.78	1094.21	576.54	401.63	481.83	418.57
ENSG00000182934	7061.89	7296.54	6784.87	9246.81	9859.58	10214.31	6893.16	7142.9	6938.62
ENSG00000095002	1838.41	1961.75	1975.68	944.91	774.13	1028.73	975.66	977.13	1037.95
ENSG00000267592	1.29	1.76	0	0	1.06	0	0.96	0.75	3.39
ENSG00000100503	5462.31	4618.16	5267.7	2360.71	1508.92	2463.4	2733.38	2135.31	2452.11
ENSG00000279407	28.4	14.95	27.86	24.89	11.7	16.44	12.52	5.99	3.39
ENSG00000070366	1484.67	1369.97	1387.15	1632.58	1022.96	1684.4	2194.02	1836.79	2122.51
ENSG00000070367	5042.73	4450.21	4825.44	2931.18	2023.6	3096.46	4987.12	4164.39	4505.99
ENSG00000138138	1914.58	1766.54	1805.04	1870.11	1997.01	2100.62	3388.31	3214.19	3309.59
ENSG00000138136	6.46	0	3.48	0	0	0	4.82	2.24	3.39
ENSG00000138134	1462.73	1471.97	1460.28	1028.92	1094.21	1273.32	956.39	1000.32	1004.91
ENSG00000138135	3.87	4.4	5.8	13.48	27.65	20.55	0.96	0	0
ENSG00000272610	3.87	2.64	4.64	4.15	9.57	6.17	4.82	1.5	0
ENSG00000138131	792.69	831.83	753.36	1054.85	1239.89	1158.22	287.98	332.94	305.03
ENSG00000275494	18.07	19.34	11.61	13.48	32.96	21.58	19.26	16.46	16.1
ENSG00000162779	2.58	1.76	2.32	8.3	6.38	11.3	4.82	3.74	5.93
ENSG00000275491	2.58	5.28	1.16	7.26	9.57	6.17	0	5.24	3.39
ENSG00000198242	3121.69	3591.12	3283.9	2926	4026.99	2600.08	3435.51	4400.81	4247.56
ENSG00000236137	0	2.64	2.32	1.04	2.13	2.06	0	0	0
ENSG00000173230	3941.49	3158.49	3827.15	6052.18	4336.43	6173.39	4829.16	3825.46	4554.29
ENSG00000236138	7.75	7.03	9.29	14.52	14.89	10.28	8.67	14.96	11.86
ENSG00000233328	978.59	1044.62	927.48	651.37	782.64	583.73	455.56	525.97	503.3
ENSG00000235448	10.33	4.4	11.61	7.26	1.06	13.36	48.16	42.65	38.98
ENSG00000235449	30.98	36.05	44.11	31.12	34.03	23.64	14.45	25.44	27.96
ENSG00000232498	0	0	1.16	9.33	15.95	27.75	0	0	0.85
ENSG00000232499	34.86	29.02	27.86	5.19	14.89	10.28	6.74	11.22	5.93
ENSG00000116183	3.87	1.76	2.32	28	17.01	18.5	15.41	12.72	13.56
ENSG00000265511	5.16	11.43	8.13	13.48	10.63	19.53	5.78	3.74	14.4
ENSG00000117859	1859.07	1834.25	1788.79	1217.7	1084.64	1369.92	1622.88	1592.13	1424.33
ENSG00000265519	58.1	38.69	45.27	28	15.95	34.94	12.52	10.47	13.56
ENSG00000259953	76.17	60.67	66.17	68.46	119.1	64.75	45.27	40.4	41.52
ENSG00000119986	919.21	1034.95	973.91	1216.66	1463.2	1135.61	5909.8	6093.2	5515.14
ENSG00000080007	0	1.76	1.16	2.07	2.13	3.08	0	0	0
ENSG00000076003	2571.71	2798.86	2700.02	718.79	645.47	774.89	626.04	689.08	697.34
ENSG00000278107	9.04	11.43	8.13	14.52	20.2	15.42	9.63	5.24	10.17
ENSG00000160284	237.55	292.81	229.84	315.31	353.04	262.06	192.63	225.95	182.17
ENSG00000236799	1.29	0	2.32	1.04	1.06	1.03	0	2.24	0.85
ENSG00000165861	1068.97	1226.64	1101.6	1518.49	1432.36	1578.55	2958.75	2794.46	2870.68
ENSG00000236790	0	0	0	0	0	0	5.78	1.5	5.08
ENSG00000151131	477.68	438.78	503.79	274.86	312.63	270.29	318.8	295.53	345.7
ENSG00000236792	9.04	5.28	11.61	2.07	3.19	1.03	10.59	5.24	5.93
ENSG00000151136	123.94	140.69	134.65	142.1	102.08	114.07	377.55	341.17	337.23
ENSG00000117586	1855.2	1613.54	1560.11	3531.73	3516.57	3950.48	1438.93	1387.13	1420.09
ENSG00000099800	1749.33	1941.52	1773.7	1450.03	1905.56	1325.73	1862.71	2275.22	2055.57
ENSG00000224940	2.58	0	1.16	1.04	2.13	0	3.85	2.24	0.85
ENSG00000224945	220.76	257.64	262.34	195	299.87	147.99	212.85	266.35	227.93
ENSG00000216471	1.29	0	1.16	1.04	0	1.03	1.93	1.5	1.69
ENSG00000072274	14134.1	14096.28	14272.02	14805.27	13118.81	16505.89	46332.62	39055.9	44371.9
ENSG00000100813	7276.2	7331.72	7432.59	11213.38	10587.99	10182.45	9413.69	9100.9	9054.35
ENSG00000100811	3973.76	3890.08	3987.34	3609.52	3214.57	3644.22	5536.11	5353.25	5213.49
ENSG00000100814	859.82	862.61	885.69	444.97	547.64	511.79	454.6	531.96	446.53
ENSG00000100815	2522.66	2039.13	2242.66	2083.77	1487.66	2168.45	3960.42	3132.64	3501.93
ENSG00000236862	1.29	2.64	5.8	2.07	1.06	4.11	3.85	5.99	0
ENSG00000151687	58.1	52.76	44.11	60.16	42.53	53.44	35.64	21.7	19.49
ENSG00000236869	1.29	4.4	5.8	6.22	1.06	8.22	19.26	12.72	7.63
ENSG00000151689	1424	1551.99	1485.82	1040.33	1089.96	988.65	995.88	1034.74	1061.68
ENSG00000170959	0	0	0	0	0	2.06	0.96	1.5	4.24
ENSG00000170954	64.55	58.03	52.24	242.71	224.37	252.81	158.92	162.36	151.67
ENSG00000170955	6385.39	6690.7	6535.3	4390.55	5624.17	4025.5	1841.52	2272.98	2095.4
ENSG00000174276	242.71	270.83	248.41	248.93	317.95	211.71	177.22	202.76	200.81
ENSG00000250859	32.28	29.9	25.54	16.6	26.58	27.75	26	34.42	32.2
ENSG00000226375	1.29	3.52	1.16	10.37	10.63	12.33	3.85	2.99	3.39
ENSG00000142700	0	0	0	0	1.06	0	3.85	4.49	2.54
ENSG00000267497	3.87	3.52	2.32	2.07	6.38	4.11	1.93	0.75	3.39
ENSG00000089234	926.95	1051.66	984.36	1036.18	875.15	999.95	1462.04	1457.46	1403.99
ENSG00000083635	509.95	453.73	458.52	281.09	280.73	310.37	558.62	546.92	504.15
ENSG00000261513	2.58	7.03	2.32	4.15	5.32	4.11	0.96	0.75	0.85
ENSG00000261512	11.62	16.71	12.77	26.97	26.58	18.5	19.26	29.93	17.79
ENSG00000277270	7.75	4.4	10.45	6.22	5.32	10.28	4.82	5.24	3.39
ENSG00000156482	5355.16	5976.69	5123.76	4248.45	5492.31	4032.69	2642.85	3173.04	3154.53
ENSG00000264743	1.29	2.64	2.32	4.15	2.13	2.06	1.93	1.5	0.85
ENSG00000103549	3638.1	3596.39	3405.78	2900.07	2122.49	2941.28	8009.44	7056.86	7275
ENSG00000103540	932.12	939.11	1015.7	507.2	319.01	478.91	646.26	528.22	571.93
ENSG00000239779	130.39	109.03	111.44	435.63	448.74	383.33	210.93	222.96	207.59
ENSG00000103544	3357.95	3412.62	3107.46	2209.28	2046.99	2215.72	1751.94	1735.78	1627.68
ENSG00000263916	0	2.64	10.45	5.19	6.38	11.3	0.96	1.5	5.08
ENSG00000130005	1204.52	1368.21	1222.32	1713.49	2439.37	1587.8	1201.99	1501.6	1309.09
ENSG00000265912	3.87	0.88	0	6.22	6.38	5.14	0.96	2.24	0.85
ENSG00000144285	2.58	0	2.32	2.07	2.13	3.08	12.52	5.99	8.47
ENSG00000171700	420.87	490.66	484.05	509.27	538.07	490.21	335.17	387.56	310.12
ENSG00000144283	1687.37	1595.95	1692.44	1511.23	1504.67	1524.08	3070.48	2931.38	3017.27
ENSG00000131379	0	3.52	1.16	2.07	2.13	1.03	3.85	4.49	5.08
ENSG00000131378	3378.6	3547.15	3285.06	4464.19	4645.87	5017.23	2516.67	2649.32	2636.83
ENSG00000131375	1271.66	1251.26	1217.68	1242.59	943.21	1265.1	2438.66	2183.95	2367.38
ENSG00000131374	2753.75	2848.1	2838.15	2271.51	1482.34	2529.17	4060.58	3278.54	3448.55
ENSG00000131373	388.6	422.07	379.58	477.12	474.26	455.27	651.08	733.97	704.96
ENSG00000131370	147.18	137.17	126.53	113.06	94.64	131.55	132.91	102.5	133.03
ENSG00000280832	54.22	69.47	66.17	81.94	93.58	81.19	58.75	74.82	66.09
ENSG00000110318	183.33	172.35	198.5	567.36	447.68	663.89	259.08	171.33	205.9
ENSG00000110315	1453.69	1382.28	1344.2	2459.25	2082.08	2446.95	1610.36	1642.26	1598.87
ENSG00000184270	0	0.88	1.16	17.63	12.76	19.53	4.82	5.24	5.93
ENSG00000186871	691.99	707.85	686.03	44.6	37.22	47.27	39.49	56.86	58.46
ENSG00000163110	6300.18	5720.81	6059.37	2110.74	1502.54	2274.3	3015.58	2409.9	2593.61
ENSG00000189014	2.58	2.64	0	3.11	5.32	4.11	5.78	1.5	2.54
ENSG00000163116	1.29	0.88	0	1.04	0	5.14	1.93	2.24	0.85
