ID	Prolif_1	Prolif_2	Prolif_3	Senes_1	Senes_2	Senes_3	Senes_MtD_1	Senes_MtD_2	Senes_MtD_3
ENSG00000111671	451.86	499.45	445.75	450.15	597.61	398.75	173.36	203.51	188.1
ENSG00000110514	1785.48	1890.52	1863.08	1941.68	1658.86	1917.69	1919.53	1760.47	2019.99
ENSG00000086015	2403.88	2786.54	2702.34	4085.61	4001.47	3837.43	2958.75	2979.26	2915.59
ENSG00000070770	3182.37	2941.3	3037.81	1895	1780.08	1941.32	2581.2	2757.8	2572.43
ENSG00000169740	384.72	404.48	402.8	415.93	524.24	356.61	651.08	857.42	738.85
ENSG00000215869	1.29	1.76	4.64	3.11	0	1.03	0.96	2.24	5.93
ENSG00000261609	299.52	253.24	305.29	357.84	253.08	294.95	653.97	585.08	540.58
ENSG00000169744	502.21	468.67	482.89	436.67	418.97	516.93	766.66	756.41	683.78
ENSG00000261606	0	0	0	0	3.19	1.03	1.93	0.75	1.69
ENSG00000215866	3.87	6.16	5.8	10.37	5.32	4.11	0.96	1.5	0.85
ENSG00000215861	38.73	32.53	26.7	20.74	27.65	34.94	27.93	44.14	36.43
ENSG00000168298	1.29	4.4	2.32	17.63	21.27	16.44	16.37	8.98	12.71
ENSG00000168297	1618.94	1536.16	1556.63	1294.45	1223.94	1470.64	723.32	713.02	710.89
ENSG00000168291	2762.79	2687.18	2582.78	2084.81	2229.89	1976.27	1776.02	2030.57	1853.91
ENSG00000270591	1.29	0.88	1.16	0	1.06	3.08	0	0	2.54
ENSG00000225101	0	0	3.48	6.22	8.51	10.28	5.78	7.48	9.32
ENSG00000226457	7.75	14.07	12.77	10.37	8.51	19.53	7.71	5.24	8.47
ENSG00000226453	0	0	0	1.04	2.13	2.06	3.85	3.74	5.08
ENSG00000226450	3.87	6.16	4.64	21.78	17.01	23.64	4.82	8.98	9.32
ENSG00000141854	11.62	21.1	18.57	62.23	89.32	59.61	26	29.18	29.66
ENSG00000149798	1045.73	1031.43	1038.91	1265.41	1397.27	1191.1	1254.97	1310.07	1064.22
ENSG00000197847	2.58	8.79	8.13	15.56	19.14	22.61	29.86	26.93	43.21
ENSG00000250564	0	0	0	1.04	1.06	0	1.93	3.74	1.69
ENSG00000250565	81.33	89.69	68.49	56.01	46.79	65.77	71.27	74.82	51.69
ENSG00000187961	1107.7	1255.66	1402.24	1173.1	1324.96	1007.15	983.36	1156.69	1159.97
ENSG00000250568	10.33	7.91	5.8	3.11	9.57	7.19	3.85	8.23	9.32
ENSG00000250569	2.58	2.64	5.8	9.33	6.38	12.33	2.89	3.74	3.39
ENSG00000162840	706.19	855.57	796.31	546.61	705.02	433.69	851.41	1129.01	1073.54
ENSG00000162843	0	2.64	1.16	5.19	2.13	3.08	1.93	0.75	0
ENSG00000162849	98.12	65.07	85.9	183.59	146.75	200.4	723.32	615.75	673.61
ENSG00000149243	25.82	21.1	24.38	56.01	65.93	52.41	35.64	31.42	38.13
ENSG00000184702	699.73	699.93	659.33	631.67	647.59	614.56	152.18	178.07	193.19
ENSG00000171903	0	0	0	4.15	2.13	2.06	0	0.75	0
ENSG00000163462	253.04	264.67	249.57	268.64	291.36	254.87	313.98	311.99	312.66
ENSG00000163463	87.79	83.53	119.56	181.51	226.5	154.15	67.42	74.82	62.7
ENSG00000163466	16895.6	17983.72	17006.86	13461.04	14434.2	13439.23	17118.78	18441.21	17673.18
ENSG00000163467	15.49	10.55	12.77	20.74	10.63	17.47	27.93	23.94	24.57
ENSG00000163468	11909.67	12772.03	11710.14	9233.33	10031.84	9436.34	9818.21	11207.03	10309.21
ENSG00000154760	23.24	22.86	25.54	4.15	7.44	15.42	0.96	5.24	3.39
ENSG00000162599	138.14	119.59	105.63	72.61	75.5	105.85	73.2	59.11	72.87
ENSG00000162592	1.29	0.88	1.16	1.04	3.19	1.03	0.96	1.5	3.39
ENSG00000162591	1458.85	1488.68	1567.08	1742.53	1895.99	1657.68	242.71	240.91	217.76
ENSG00000162595	36.15	32.53	24.38	23.86	37.22	33.91	22.15	22.45	23.72
ENSG00000272384	1.29	0	0	1.04	0	0	0	2.99	4.24
ENSG00000118640	15.49	9.67	6.96	28	41.47	27.75	25.04	25.44	33.89
ENSG00000263603	0	0.88	0	4.15	1.06	3.08	0	0	0
ENSG00000069329	8052.1	7608.7	7520.81	5769.02	4585.26	6080.9	8438.03	7914.28	8074.01
ENSG00000253141	1.29	0.88	1.16	4.15	6.38	5.14	0.96	1.5	0
ENSG00000115073	2773.11	3140.03	2982.09	2684.32	3126.31	2589.8	1118.2	1352.71	1300.62
ENSG00000213853	1373.65	1403.38	1311.7	537.28	679.49	640.26	269.68	279.07	333.84
ENSG00000213851	15.49	10.55	11.61	6.22	3.19	3.08	6.74	5.24	9.32
ENSG00000258590	0	0	0	8.3	8.51	10.28	8.67	11.97	14.4
ENSG00000213857	21.95	21.1	26.7	15.56	17.01	22.61	8.67	14.96	10.17
ENSG00000213856	24.53	38.69	22.06	19.71	17.01	19.53	38.53	43.39	44.06
ENSG00000213859	715.23	745.66	706.93	751.98	796.47	768.72	2744.94	2703.19	2807.14
ENSG00000178773	2321.26	2611.56	2660.55	1379.5	1608.88	1141.77	2088.08	2382.21	2263.16
ENSG00000278071	2.58	0.88	0	3.11	2.13	0	0	0	0.85
ENSG00000278075	6.46	1.76	1.16	3.11	5.32	3.08	12.52	6.73	10.17
ENSG00000055070	5387.43	5965.26	5224.75	4549.25	4276.88	4524.96	4956.3	5241.77	5092.33
ENSG00000227413	0	2.64	1.16	2.07	1.06	9.25	0.96	0.75	0.85
ENSG00000227417	0	1.76	1.16	4.15	0	1.03	0	1.5	0
ENSG00000155714	1.29	0	2.32	3.11	0	3.08	3.85	2.24	2.54
ENSG00000182010	166.54	188.17	150.9	132.76	106.34	171.63	31.78	26.93	24.57
ENSG00000251775	0	2.64	2.32	0	1.06	2.06	1.93	0.75	2.54
ENSG00000164659	3.87	0.88	2.32	2.07	1.06	0	4.82	2.24	5.08
ENSG00000164654	1022.49	1032.31	1035.43	453.27	424.29	492.27	1167.32	1105.07	1160.81
ENSG00000149187	3966.02	3777.53	3738.93	3796.22	2882.8	3542.48	4092.36	3886.81	3978.96
ENSG00000206113	0	0	2.32	2.07	2.13	6.17	3.85	6.73	7.63
ENSG00000161021	1331.04	1321.61	1362.78	923.13	667.8	937.26	2526.31	2197.41	2324.17
ENSG00000254694	9.04	7.91	11.61	14.52	12.76	14.39	11.56	11.22	6.78
ENSG00000266921	6.46	10.55	5.8	8.3	18.08	5.14	9.63	13.47	14.4
ENSG00000266920	16.78	18.47	20.89	19.71	5.32	8.22	8.67	8.98	3.39
ENSG00000261604	11.62	7.03	4.64	11.41	8.51	6.17	0	0	1.69
ENSG00000125648	685.53	701.69	595.49	1168.95	1007.01	1150	575.96	534.95	487.2
ENSG00000151923	3497.38	3540.12	3393.01	3188.41	3480.41	3203.34	3962.34	4044.68	4055.22
ENSG00000256694	1.29	3.52	2.32	0	0	2.06	0	0	0
ENSG00000256690	1.29	6.16	3.48	12.45	7.44	6.17	3.85	5.24	4.24
ENSG00000165304	2211.52	2283.58	2190.43	267.6	254.15	313.45	231.15	241.66	273.68
ENSG00000165300	74.88	93.21	90.54	106.83	133.98	131.55	78.98	71.83	72.87
ENSG00000266469	447.98	501.21	479.41	231.3	187.15	264.12	666.49	618.75	623.62
ENSG00000101608	8795.73	9087.71	8940.47	10151.27	12684.96	9771.37	7292.87	8628.05	7986.74
ENSG00000129473	2216.68	2081.34	2068.54	3882.31	4090.79	3449.99	3835.21	3899.53	3996.76
ENSG00000198791	3317.93	3294.79	3315.24	1965.53	1893.86	2046.15	3071.44	3053.33	2918.98
ENSG00000198792	5299.64	5823.69	5512.63	6189.09	6381.29	6012.04	3607.91	3604.75	3784.08
ENSG00000198793	2729.22	2631.79	2521.25	3212.27	2328.78	3476.71	3137.9	2454.79	2794.43
ENSG00000198794	28.4	39.57	44.11	143.14	155.25	168.54	128.1	130.93	141.5
ENSG00000198795	747.5	721.92	742.91	846.37	630.58	896.15	1854.04	1603.36	1731.05
ENSG00000197779	222.06	184.66	210.1	183.59	92.51	183.96	261.01	169.84	200.81
ENSG00000231426	1.29	0	1.16	6.22	6.38	8.22	6.74	5.24	5.08
ENSG00000198799	584.83	502.09	571.11	589.14	548.7	639.23	901.5	769.13	809.18
ENSG00000175550	9419.29	10211.47	8993.87	6462.92	8210.29	5427.28	3710.96	4331.98	4389.91
ENSG00000175556	0	0.88	4.64	6.22	3.19	5.14	0.96	2.99	0.85
ENSG00000129474	4942.03	4973.4	4752.31	2692.62	2328.78	2645.3	8442.85	8404.34	8228.22
ENSG00000161682	419.58	501.21	457.35	931.42	1371.75	979.4	192.63	210.24	200.81
ENSG00000279845	3.87	1.76	3.48	2.07	4.25	4.11	1.93	3.74	2.54
ENSG00000179428	10.33	19.34	12.77	6.22	12.76	10.28	5.78	5.99	4.24
ENSG00000183864	2338.04	2542.98	2364.55	1781.94	1436.61	1876.58	2794.06	2537.84	2555.48
ENSG00000141543	2912.54	3302.7	2936.82	1918.86	2176.72	1990.65	3300.67	3743.16	3489.22
ENSG00000124216	214.31	226.86	235.64	268.64	255.21	253.84	136.77	163.85	154.21
ENSG00000124217	520.28	483.62	493.34	385.85	325.39	403.89	576.92	582.83	582.95
ENSG00000124214	4974.31	4905.69	4792.94	3487.13	3102.92	3520.9	4548.89	4165.13	4287.39
ENSG00000124215	2.58	1.76	0	20.74	28.71	17.47	11.56	8.98	11.86
ENSG00000247596	1979.14	2018.9	1830.58	1266.45	1600.37	1178.77	1092.2	1341.49	1305.7
ENSG00000247595	30.98	19.34	17.41	25.93	35.09	23.64	6.74	8.23	5.93
ENSG00000161970	1288.44	1164.21	1063.29	1045.52	1447.25	777.97	810.96	1038.48	938.82
ENSG00000175073	1528.57	1243.35	1379.03	1563.09	1143.12	1607.32	1899.3	1513.57	1665.81
ENSG00000255277	0	0.88	1.16	0	8.51	2.06	0	0	0
ENSG00000160087	2876.4	3077.6	2896.19	2625.2	2930.65	2390.43	3449.95	3886.81	3652.75
ENSG00000036054	3311.47	2940.42	3095.85	2627.28	2302.2	2725.46	3897.81	3747.65	3884.91
ENSG00000002587	3.87	1.76	5.8	402.44	613.57	636.15	0.96	2.99	5.08
ENSG00000002586	13119.36	14314.35	12588.86	13618.7	21851.22	14301.47	7117.58	8364.69	7851.17
ENSG00000237868	5.16	11.43	8.13	4.15	1.06	7.19	9.63	6.73	8.47
ENSG00000177954	6327.3	7021.32	6689.68	5482.74	7154.36	5303.96	2059.18	2825.89	2454.66
ENSG00000177951	1516.95	1726.09	1514.84	2069.25	2148.01	2021.49	1162.51	1233.75	1162.51
ENSG00000237861	1.29	1.76	1.16	3.11	3.19	3.08	3.85	2.24	2.54
ENSG00000280055	1.29	1.76	0	9.33	8.51	2.06	3.85	1.5	4.24
ENSG00000280053	0	0	0	0	1.06	0	4.82	4.49	1.69
ENSG00000135917	5.16	2.64	1.16	4.15	7.44	5.14	1.93	1.5	5.08
ENSG00000135916	6705.57	7484.72	6637.45	11021.5	16020.75	12617.07	7581.81	8259.19	7934.2
ENSG00000135914	18.07	21.98	23.22	47.71	58.49	43.16	0	0	0.85
ENSG00000135913	282.73	235.66	275.11	110.98	44.66	127.43	419.93	243.16	358.41
ENSG00000135912	843.04	984.83	924	774.8	684.81	803.66	601.96	578.35	604.98
ENSG00000092148	6944.4	6334.58	6883.54	6096.78	3949.36	6452.93	8160.65	6393.97	7424.97
ENSG00000034693	617.11	516.16	592.01	663.82	684.81	708.09	879.34	871.63	799.01
ENSG00000135919	3148.8	3030.99	3087.72	17827.73	22709.36	21792.37	8381.21	8448.48	8843.37
ENSG00000230487	176.87	160.91	141.62	721.9	602.93	720.42	569.21	552.16	577.86
ENSG00000176396	768.16	807.21	771.93	820.44	830.49	718.36	994.92	1035.49	1087.95
ENSG00000206053	3376.02	3661.46	3398.82	1628.44	1601.44	1675.15	2836.44	2904.45	2883.39
ENSG00000176393	3786.57	4138.05	3851.53	3974.63	4469.35	3906.29	2887.48	3253.1	2912.2
ENSG00000270580	10.33	11.43	11.61	17.63	21.27	15.42	29.86	20.2	22.88
ENSG00000176399	0	0	2.32	4.15	5.32	1.03	4.82	0.75	4.24
ENSG00000259531	9.04	10.55	8.13	14.52	14.89	12.33	17.34	9.73	10.17
ENSG00000243902	9.04	3.52	9.29	15.56	10.63	10.28	12.52	3.74	9.32
ENSG00000243904	5.16	3.52	2.32	3.11	4.25	2.06	2.89	2.99	2.54
ENSG00000248027	6.46	0.88	3.48	3.11	3.19	5.14	2.89	1.5	2.54
ENSG00000279713	9.04	14.95	22.06	32.15	29.77	30.83	20.23	10.47	17.79
ENSG00000206052	231.09	188.17	207.78	217.82	142.49	269.26	492.16	387.56	425.35
ENSG00000247624	1.29	0.88	2.32	11.41	9.57	7.19	3.85	2.24	3.39
ENSG00000247627	298.23	402.73	400.48	1189.69	1693.95	1222.96	12.52	7.48	8.47
ENSG00000247626	406.67	467.79	456.19	335.02	240.32	320.64	365.99	331.45	333.84
ENSG00000147874	1453.69	1391.07	1423.14	563.21	435.98	631.01	1242.45	1074.39	1188.77
ENSG00000279716	18.07	23.74	30.18	37.34	57.42	44.19	3.85	5.99	7.63
ENSG00000188883	0	0.88	0	3.11	3.19	7.19	1.93	1.5	8.47
ENSG00000154945	2818.3	2708.29	2811.45	1446.92	1018.71	1444.95	2805.62	2314.13	2671.57
ENSG00000241506	234.97	225.98	265.82	147.29	224.37	204.51	240.78	273.83	249.11
ENSG00000149792	1746.75	2052.32	1751.64	1460.41	1429.17	1423.36	3287.18	3608.49	3296.03
ENSG00000237285	5.16	0.88	5.8	0	3.19	0	0.96	1.5	0
ENSG00000272255	0	0	0	7.26	2.13	2.06	0	0	0
ENSG00000272256	0	1.76	0	2.07	1.06	7.19	1.93	1.5	0
ENSG00000271781	3.87	7.91	9.29	8.3	8.51	7.19	11.56	12.72	5.93
ENSG00000271780	27.11	35.17	33.66	33.19	58.49	39.05	31.78	39.65	37.28
ENSG00000049192	693.28	627.83	709.25	76.75	46.79	102.77	198.41	174.33	202.51
ENSG00000271789	5.16	5.28	5.8	9.33	18.08	10.28	5.78	5.99	6.78
ENSG00000271788	3.87	6.16	8.13	17.63	19.14	13.36	9.63	9.73	10.17
ENSG00000274363	2.58	0.88	2.32	9.33	6.38	5.14	0.96	2.24	1.69
ENSG00000237135	7.75	1.76	2.32	6.22	2.13	2.06	8.67	6.73	8.47
ENSG00000237133	0	1.76	0	1.04	11.7	6.17	2.89	2.24	0.85
ENSG00000272787	7.75	7.91	13.93	9.33	5.32	8.22	22.15	21.7	17.79
ENSG00000272784	3.87	7.91	2.32	5.19	1.06	2.06	6.74	8.98	7.63
ENSG00000154252	2.58	4.4	1.16	13.48	4.25	11.3	10.59	8.23	10.17
ENSG00000273032	0	0	1.16	3.11	2.13	2.06	0.96	3.74	1.69
ENSG00000172673	0	0	0	7.26	2.13	4.11	25.04	18.7	27.11
ENSG00000172671	118.77	144.21	130.01	108.91	110.59	134.63	139.65	150.38	142.35
ENSG00000125454	98.12	102.88	92.86	90.24	91.45	89.41	130.99	147.39	182.17
ENSG00000223764	503.5	427.35	530.48	168.03	175.46	160.32	291.83	311.24	327.06
ENSG00000236423	3.87	4.4	8.13	32.15	27.65	24.66	70.31	70.33	62.7
ENSG00000274092	0	0.88	1.16	1.04	3.19	2.06	0	0	1.69
ENSG00000136754	2405.17	2251.92	2286.77	1814.1	1603.56	1689.54	2784.43	2692.71	2730.03
ENSG00000270781	1.29	3.52	1.16	2.07	1.06	3.08	0.96	0.75	0
ENSG00000232504	0	0	0	5.19	1.06	5.14	0	0	0
ENSG00000249087	64.55	57.16	68.49	185.66	183.96	165.46	49.12	56.11	49.14
ENSG00000116016	15195.32	14529.78	14672.49	37151.14	26131.29	37062.96	30408.13	25863.94	27732.43
ENSG00000249082	3.87	0.88	2.32	3.11	2.13	2.06	1.93	0.75	0
ENSG00000264235	0	6.16	2.32	15.56	19.14	11.3	3.85	2.24	4.24
ENSG00000187242	1.29	3.52	3.48	3.11	3.19	3.08	1.93	1.5	0.85
ENSG00000201700	6.46	5.28	12.77	23.86	31.9	19.53	9.63	9.73	5.93
ENSG00000172890	2400.01	2468.23	2466.7	5900.74	6826.84	5292.65	3304.52	3709.49	3463.8
ENSG00000180210	2.58	0.88	1.16	1.04	0	0	0.96	2.24	0.85
ENSG00000180211	129.1	119.59	124.21	72.61	101.02	62.69	85.72	84.54	77.11
ENSG00000271259	1.29	1.76	2.32	3.11	8.51	4.11	0.96	5.24	1.69
ENSG00000187244	1700.28	1706.75	1561.27	1709.34	2367.06	1655.62	574.03	590.32	545.67
ENSG00000100632	3036.48	3321.17	3202.64	1674.07	2041.67	1679.26	1951.31	2420.37	2152.17
ENSG00000270124	11.62	22.86	13.93	11.41	18.08	15.42	10.59	3.74	2.54
ENSG00000270127	0	0	0	6.22	1.06	1.03	4.82	3.74	4.24
ENSG00000278338	1.29	3.52	2.32	2.07	1.06	2.06	2.89	0	0.85
ENSG00000224236	5.16	6.16	3.48	1.04	3.19	1.03	0	2.99	1.69
ENSG00000235192	2.58	2.64	0	1.04	3.19	1.03	2.89	2.24	0
ENSG00000275576	2.58	4.4	4.64	7.26	10.63	4.11	6.74	7.48	5.93
ENSG00000064607	3732.34	3867.22	4021.01	6634.06	6037.82	6291.58	4026.87	3985.57	4109.45
ENSG00000220685	1.29	2.64	2.32	5.19	4.25	3.08	9.63	15.71	17.79
ENSG00000060138	4905.88	5211.69	5127.25	4963.1	5219.03	4636.98	6348.03	6802.48	6616.64
ENSG00000231856	10.33	11.43	16.25	9.33	9.57	12.33	5.78	5.24	5.93
ENSG00000175946	27.11	15.83	13.93	40.45	28.71	39.05	38.53	36.66	27.11
ENSG00000231852	0	0	0	2.07	2.13	2.06	0.96	2.99	0.85
ENSG00000231851	1.29	2.64	2.32	7.26	5.32	3.08	4.82	2.24	2.54
ENSG00000130751	178.16	216.31	220.55	249.97	343.47	256.92	196.48	264.11	244.03
ENSG00000186115	0	0	0	1.04	0	1.03	1.93	3.74	4.24
ENSG00000197670	30.98	15.83	10.45	30.08	14.89	23.64	8.67	9.73	7.63
ENSG00000110756	1294.89	1342.71	1282.68	1526.79	1139.93	1549.77	2057.26	1836.04	1920
ENSG00000248840	0	0.88	2.32	2.07	2.13	2.06	0.96	2.24	1.69
ENSG00000233436	2.58	1.76	1.16	0	1.06	1.03	0.96	1.5	2.54
ENSG00000134278	1879.73	1754.23	1769.06	899.27	543.38	1013.31	2083.26	1686.4	1940.34
ENSG00000280594	33.57	41.33	34.82	30.08	36.15	34.94	21.19	20.95	27.96
ENSG00000233435	0	0	0	2.07	0	2.06	1.93	3.74	4.24
ENSG00000166225	1007	841.5	881.05	1087.01	702.89	1181.85	1969.61	1546.49	1656.49
ENSG00000100883	3959.56	3762.58	3641.42	3482.98	3271.99	3572.28	2779.61	2861.8	2724.1
ENSG00000072506	1621.52	1647.83	1466.09	1645.03	2168.21	1532.3	1667.19	2117.36	1837.81
ENSG00000072501	4430.79	4242.69	4112.71	2196.83	1591.87	2435.65	2714.12	2288.69	2430.93
ENSG00000270587	9.04	7.03	2.32	4.15	2.13	4.11	8.67	3.74	6.78
ENSG00000134186	2359.99	2265.11	2366.87	2224.84	1887.48	2163.31	3431.65	3176.78	3092.68
ENSG00000262712	24.53	35.17	26.7	18.67	22.33	22.61	29.86	37.41	31.35
ENSG00000145191	1627.98	1805.23	1714.5	1540.27	1753.5	1567.24	2183.43	2338.82	2301.29
ENSG00000248213	3.87	0.88	4.64	6.22	3.19	4.11	3.85	2.99	2.54
ENSG00000037042	56.8	72.1	71.97	109.95	96.77	76.05	32.75	41.9	39.82
ENSG00000069956	3295.98	3111.01	3267.65	2118	1470.64	2252.72	3962.34	3354.1	3678.17
ENSG00000078814	11.62	11.43	11.61	34.23	37.22	33.91	5.78	8.98	8.47
ENSG00000078487	55.51	42.21	41.79	158.69	175.46	144.91	91.5	155.62	148.28
ENSG00000260625	0	4.4	0	3.11	5.32	7.19	2.89	2.24	1.69
ENSG00000099330	205.27	284.9	233.32	229.23	306.25	246.65	382.36	402.52	350.79
ENSG00000260628	54.22	79.14	74.29	85.05	59.55	86.33	223.45	151.88	194.03
ENSG00000042753	5330.63	5688.28	5472	5134.24	6851.3	4782.91	4406.35	5597.91	4888.97
ENSG00000184708	804.31	879.31	781.22	1009.21	934.7	891.02	1019.96	1027.26	1006.6
ENSG00000226287	32.28	30.78	40.63	33.19	37.22	29.8	60.68	83.05	77.11
ENSG00000248216	3.87	0	2.32	1.04	0	1.03	0.96	0	2.54
ENSG00000105855	458.31	328.86	379.58	345.39	270.1	431.63	364.07	247.65	256.73
ENSG00000105854	2592.37	2556.16	2466.7	3811.78	4867.05	4337.92	2171.87	2339.57	2291.12
ENSG00000111481	5013.04	5336.55	4968.22	4168.59	4724.56	4398.55	4930.29	5546.28	5159.27
ENSG00000105856	759.12	649.81	711.57	1450.03	1014.46	1529.22	1427.37	1249.47	1315.87
ENSG00000105851	14.2	16.71	23.22	7.26	3.19	3.08	2.89	1.5	2.54
ENSG00000265298	49.06	58.91	59.2	179.44	209.48	154.15	60.68	63.6	83.04
ENSG00000012174	2188.28	1954.71	1882.82	1869.07	1701.39	2169.47	2499.34	2148.03	2560.57
ENSG00000131002	852.07	728.95	955.34	1544.42	1338.78	1599.1	768.58	687.58	677.85
ENSG00000135587	240.13	218.07	225.19	157.66	256.27	193.21	107.87	123.45	106.76
ENSG00000214110	251.75	245.33	255.38	123.43	111.65	121.27	1410.99	1341.49	1444.66
ENSG00000257023	2.58	1.76	1.16	4.15	0	0	0	0.75	0
ENSG00000071082	12138.18	13295.22	12263.84	11307.77	15156.23	10631.55	4348.56	5438.54	5000.82
ENSG00000247315	1044.44	1088.59	1005.25	690.79	729.47	735.83	1047.89	995.08	1020.16
ENSG00000180660	23.24	24.62	25.54	5.19	8.51	8.22	8.67	11.22	11.02
ENSG00000180667	413.13	393.05	400.48	353.69	253.08	391.55	992.99	748.93	820.2
ENSG00000188419	1848.74	1691.8	1806.2	1014.4	644.4	1111.97	1810.7	1465.69	1625.99
ENSG00000135632	1309.1	1544.07	1372.06	1082.86	1110.16	998.92	1979.24	2049.27	1963.22
ENSG00000135631	4033.15	4483.62	4065.12	5365.54	4277.94	5322.46	10040.69	9058.25	9911.82
ENSG00000135636	19.37	32.53	44.11	93.35	78.69	70.91	147.36	117.46	167.77
ENSG00000135637	245.29	251.48	260.02	422.15	312.63	395.66	261.01	239.42	314.35
ENSG00000210195	7.75	11.43	9.29	20.74	42.53	25.69	0.96	0.75	0.85
ENSG00000147155	2103.07	2231.7	2058.1	739.54	1128.24	657.73	528.76	630.72	619.38
ENSG00000250033	20.66	16.71	29.02	33.19	9.57	41.11	5.78	6.73	5.93
ENSG00000114503	4002.17	3900.64	3800.45	3221.6	3375.14	3463.35	3783.2	3847.16	3944.22
ENSG00000181722	49.06	40.45	46.43	62.23	13.82	59.61	80.9	32.17	47.45
ENSG00000259767	0	0.88	2.32	9.33	1.06	2.06	1.93	1.5	0
ENSG00000169836	0	0	0	0	1.06	1.03	4.82	1.5	0.85
ENSG00000259763	2.58	0	0	2.07	2.13	2.06	0.96	0	0
ENSG00000259768	107.15	95.85	131.17	43.56	39.34	53.44	73.2	71.08	66.09
ENSG00000261971	56.8	56.28	63.84	129.65	158.44	100.71	32.75	26.93	31.35
ENSG00000105486	1381.39	1655.75	1601.9	582.92	646.53	563.18	400.66	440.68	439.75
ENSG00000116852	27.11	24.62	37.15	11.41	5.32	10.28	2.89	5.99	5.08
ENSG00000139291	1050.89	1042.87	1048.2	603.66	633.77	657.73	669.38	629.97	660.05
ENSG00000258623	2.58	0.88	2.32	2.07	4.25	2.06	2.89	2.24	1.69
ENSG00000219747	21.95	25.5	22.06	22.82	19.14	16.44	13.48	16.46	21.18
ENSG00000029364	2647.88	2502.53	2572.33	3309.77	3098.66	3697.66	3309.34	3176.78	3380.76
ENSG00000227258	0	1.76	3.48	1.04	3.19	2.06	6.74	2.99	5.08
ENSG00000227256	2.58	2.64	8.13	2.07	4.25	6.17	0.96	1.5	0.85
ENSG00000227252	25.82	21.1	20.89	35.27	41.47	38.02	15.41	14.22	8.47
ENSG00000227253	1.29	0.88	2.32	3.11	4.25	1.03	1.93	2.99	0
ENSG00000029363	6140.1	5593.31	5809.8	4228.74	3483.6	4645.2	7096.39	6447.09	6872.53
ENSG00000267737	1.29	0.88	2.32	5.19	5.32	6.17	0	2.99	0
ENSG00000267632	9.04	5.28	6.96	25.93	18.08	21.58	6.74	3.74	5.08
ENSG00000142920	188.49	147.72	160.19	665.9	785.83	619.7	320.72	355.39	353.33
ENSG00000146205	33.57	48.36	49.91	22.82	12.76	17.47	167.59	130.93	152.52
ENSG00000235944	9.04	9.67	9.29	8.3	12.76	13.36	3.85	8.98	8.47
ENSG00000235946	2.58	2.64	1.16	2.07	3.19	1.03	0	2.24	2.54
ENSG00000164418	272.41	225.1	242.61	730.2	593.36	886.9	336.13	253.63	294.86
ENSG00000166548	852.07	934.71	861.31	1595.24	1466.39	1630.96	978.55	1010.8	1048.97
ENSG00000164414	256.91	253.24	227.52	309.09	572.09	354.56	410.3	506.52	408.4
ENSG00000255775	1.29	2.64	2.32	3.11	1.06	1.03	0.96	2.24	2.54
ENSG00000100532	426.04	354.36	416.73	385.85	492.34	374.08	773.4	849.19	802.4
ENSG00000077454	477.68	552.21	525.84	720.87	610.38	634.09	721.39	627.73	638.87
ENSG00000224543	10.33	12.31	12.77	25.93	19.14	23.64	9.63	4.49	5.08
ENSG00000263606	27.11	33.41	30.18	18.67	11.7	11.3	26	26.19	20.34
ENSG00000077458	467.35	415.92	456.19	477.12	501.91	506.66	478.68	459.38	465.17
ENSG00000264247	259.5	271.71	226.36	256.19	250.96	229.18	819.63	849.94	797.32
ENSG00000139292	0	0	0	1.04	0	1.03	5.78	3.74	5.93
ENSG00000262953	7.75	2.64	8.13	0	6.38	3.08	3.85	6.73	5.93
ENSG00000166228	664.88	741.26	648.89	810.07	831.56	756.39	856.23	972.64	816.81
ENSG00000260367	7.75	14.95	11.61	23.86	20.2	25.69	9.63	8.98	13.56
ENSG00000260366	1.29	1.76	0	3.11	1.06	2.06	3.85	1.5	3.39
ENSG00000260361	11.62	0.88	3.48	12.45	9.57	3.08	5.78	2.99	3.39
ENSG00000260360	5.16	3.52	5.8	9.33	9.57	4.11	16.37	15.71	11.02
ENSG00000260369	1.29	0.88	6.96	5.19	3.19	3.08	2.89	6.73	5.08
ENSG00000260368	5.16	3.52	9.29	13.48	14.89	13.36	8.67	9.73	7.63
ENSG00000021300	5.16	6.16	1.16	11.41	9.57	5.14	0.96	2.24	1.69
ENSG00000280145	5.16	1.76	5.8	1.04	4.25	0	0	2.24	1.69
ENSG00000217027	20.66	18.47	23.22	19.71	24.46	12.33	8.67	10.47	16.1
ENSG00000100399	24.53	23.74	26.7	24.89	30.84	30.83	3.85	6.73	0
ENSG00000209482	12.91	14.07	18.57	45.64	38.28	41.11	14.45	17.96	20.34
ENSG00000100393	2414.21	2099.8	2243.82	2123.19	1125.05	2094.45	7591.44	5333.05	6267.55
ENSG00000100395	1026.36	1032.31	1037.75	847.41	986.81	873.54	1278.08	1432.77	1380.27
ENSG00000196550	27.11	36.05	35.98	9.33	10.63	10.28	11.56	12.72	5.08
ENSG00000186260	1008.29	919.76	950.69	494.75	298.81	522.07	469.05	387.56	419.42
ENSG00000197208	312.43	335.9	342.44	695.97	848.57	703.97	319.76	320.22	344.01
ENSG00000239462	5.16	7.91	5.8	11.41	7.44	19.53	16.37	9.73	14.4
ENSG00000239467	0	0	0	5.19	2.13	7.19	23.12	20.95	22.88
